CUSTOMERID,CUST_CONSTTYPE_ID,CUST_CATEGORYID,PROFESSION,AGE,SEX,MARITAL_STATUS,QUALIFICATION,NO_OF_DEPENDENT,OCCUPATION,POSITION,GROSS_INCOME,PRE_JOBYEARS,NETTAKEHOMEINCOME,BRANCH_PINCODE
12007086,1,4,,35,M,M,UG,0,,,86774.90,,86774.90,628002
12006664,1,4,,57,F,M,UG,3,,,231574.88,,231574.88,600017
12006665,1,4,,25,M,M,UG,1,,,37532.40,,37532.40,0
12006666,1,4,,37,F,M,UG,1,,,131572.56,,131572.56,380015
12006640,4,4,,,,,,0,,MD,0.00,,0.00,500034
12006829,1,5,,53,M,M,UG,0,,,58382.39,,58382.39,517501
12006668,1,4,,49,M,M,UG,2,,,51314.29,,51314.29,613009
12006670,1,4,,46,F,M,GRAD,1,,,220758.79,,220758.79,110001
12006830,1,4,,29,M,M,OTHERS,0,,,175426.41,,175426.41,625010
12006672,1,5,,35,M,M,GRAD,0,,,75138.35,5,75138.35,400070
12006554,1,4,,32,M,M,UG,0,,,37532.40,,37532.40,639001
12006671,1,4,,47,F,M,GRAD,0,,,217956.50,,217956.50,411005
12006667,1,5,,40,M,M,GRAD,0,,,67939.64,0,67939.64,411005
12006676,1,4,,38,F,M,GRAD,0,,,64642.67,,64642.67,411005
12006677,1,4,,46,M,M,UG,2,,,118783.90,,118783.90,380015
12006678,1,4,,52,M,M,UG,1,,,36031.10,,36031.10,0
12006679,1,5,,28,M,S,PRF,0,,,0.12,0,0.12,400070
12007087,1,5,,28,M,M,GRAD,0,,,33903.76,4,33903.76,411005
12006680,1,4,,30,M,M,UG,0,,,97554.20,,97554.20,520003
12006681,1,4,,44,F,M,POSTGRAD,0,,,118602.37,,118602.37,600017
12006682,1,4,,46,F,M,GRAD,1,,,85059.29,,85059.29,110001
12006683,1,4,,58,M,M,UG,3,,,194520.27,,194520.27,600017
12006684,1,4,,31,M,M,UG,0,,,86474.64,,86474.64,600017
12006686,1,4,,43,M,M,OTHERS,0,,,182632.63,,182632.63,625010
12006685,1,4,,38,M,M,UG,0,,,51119.12,,51119.12,600017
12006556,1,5,,31,M,S,POSTGRAD,0,,,48602.95,0,48602.95,500034
12006557,1,4,,49,M,M,UG,0,,,76566.09,,76566.09,380015
12006688,1,4,,46,M,M,GRAD,0,,,73561.99,,73561.99,400070
12006687,1,4,,34,M,M,UG,1,,,37532.40,,37532.40,0
12006559,1,5,,38,M,M,POSTGRAD,0,,,67432.20,2,67432.20,600017
12006690,1,4,,44,M,M,GRAD,0,,,82530.85,,82530.86,411005
12006692,1,5,,23,M,S,GRAD,0,,,54409.96,,54409.96,560095
12006560,1,4,,48,F,M,GRAD,1,,,58470.47,,58470.47,380015
12006561,1,4,,37,M,M,UG,0,,,75064.79,,75064.79,620017
12006694,1,5,,29,M,S,POSTGRAD,0,,,103565.39,,0.00,627005
12006693,2,8,,,,,,0,,,0.00,,0.00,560095
12006691,1,5,,25,F,S,GRAD,0,,,47738.20,2,47738.20,500034
12006696,1,4,,53,M,M,UG,2,,,71311.55,,71311.55,620017
12006563,1,5,,51,F,M,POSTGRAD,0,,,179775.67,0,179775.67,620017
12006689,1,4,,43,M,M,GRAD,0,,,160399.94,,160399.94,395002
12006699,4,8,,,,,,,,,0.00,,0.00,#N/A
12006700,1,4,,36,M,M,UG,0,,,31343.56,,31343.55,395002
12006831,1,4,,51,M,M,UG,0,,,309424.83,,309424.82,411005
12006832,1,4,,51,M,M,GRAD,0,,,188037.30,,188037.30,400070
12006833,1,4,,58,M,M,UG,0,,,278961.78,,278961.78,411005
12006564,1,4,,47,M,M,GRAD,0,,,229881.42,,229881.42,380015
12007088,1,5,,54,M,M,GRAD,0,,OTH,116035.15,1,116035.15,411005
12006703,1,5,,41,M,M,GRAD,0,,,37532.40,0,37532.40,602001
12006702,1,4,,44,M,M,UG,0,,,86388.69,,86388.69,411005
12006566,1,4,,59,M,M,UG,0,,,108393.56,,108393.56,411005
12006705,1,5,,56,M,M,UG,0,,,67558.31,,67558.31,641002
12007089,1,4,,59,M,M,UG,2,,,350776.14,,350776.14,600017
12006569,1,4,,50,M,M,OTHERS,0,,,117101.07,,117101.07,641601
12006707,1,4,,52,M,M,GRAD,0,,,404893.47,,404893.47,530016
12006834,1,4,,40,M,M,UG,0,,,99085.52,,99085.52,624003
12006571,1,4,,32,M,M,UG,2,,,45038.87,,45038.87,0
12007090,4,8,,,,,,0,,HEADCLER,0.00,,0.00,110001
12006708,1,4,,45,M,M,UG,0,,,88827.17,,88827.17,500034
12006709,1,5,,34,M,M,POSTGRAD,0,,DM,95967.33,7,95967.33,570009
12006836,1,4,,54,M,M,UG,0,,,127760.27,,127760.27,628002
12006837,1,4,,46,M,M,GRAD,0,,,224479.87,,224479.88,400070
12006710,1,4,,54,F,M,UG,0,,,0.00,,0.00,0
12006835,1,4,,41,F,M,UG,3,,,100286.56,,100286.56,0
12006712,1,6,,49,F,M,PRF,1,,,109437.21,,109437.21,600017
12006714,1,4,,44,M,M,UG,3,,,90077.75,,90077.75,620017
12006715,1,4,,42,M,M,UG,0,,,93215.46,,93215.46,500034
12006716,1,4,,60,M,M,UG,2,,,75064.79,,75064.79,605005
12006704,1,4,,28,M,M,UG,0,,,150493.64,,150493.64,560095
12006717,1,5,,32,M,M,GRAD,0,,,270233.24,0,270233.24,400070
12006839,1,4,,35,M,M,UG,2,,,925049.62,,925049.62,380015
12006719,1,4,,29,M,M,UG,0,,,90077.75,,90077.75,641002
12006720,1,4,,43,M,M,UG,2,,,88526.41,,88526.41,380015
12006723,2,8,,,,,,0,,,0.00,,0.00,560095
12006722,1,4,,35,M,M,UG,0,,,90077.75,,90077.75,620017
12006724,1,4,,39,M,M,UG,0,,,112597.19,,112597.19,605005
12006726,1,4,,35,M,M,UG,0,,,77093.04,,77093.04,500034
12006727,1,5,,48,M,M,POSTGRAD,2,,MGR,126183.91,0,126183.91,380015
12006843,1,5,,32,M,S,GRAD,2,,,64961.07,3,64961.07,602001
12006844,1,6,,45,M,M,PRF,0,,,159495.41,,159495.41,411005
12006842,1,4,,40,M,M,GRAD,0,,,122432.29,,122432.30,500034
12007094,4,8,,,,,,0,,,0.00,,0.00,400070
12006845,1,5,,32,M,M,POSTGRAD,0,,,31887.52,4,31887.52,600017
12006730,1,5,,,,,,,,,0.00,,0.00,#N/A
12006846,1,4,,43,M,M,GRAD,0,,,27023.32,,27023.32,520003
12006847,1,4,,36,M,M,UG,3,,,113019.05,,113019.05,570009
12006729,1,5,,29,M,S,ENG,0,,,81739.55,1,81739.55,560095
12006848,1,5,,33,M,M,UG,0,,,43992.47,,43992.47,641601
12006849,1,4,,31,M,M,UG,2,,,113019.05,,113019.05,570009
12006732,1,4,,50,M,M,UG,0,,,118151.98,,118151.98,635109
12007093,1,4,,47,M,M,OTHERS,0,,,105466.03,,105466.03,625010
12006675,1,4,,37,M,M,UG,0,,,90077.75,,90077.75,605005
12006735,1,4,,30,M,M,UG,4,,,121905.22,,121905.22,600017
12006736,1,4,,40,M,M,UG,0,,,117881.75,,117881.75,628002
12006852,1,4,,40,M,M,UG,0,,,117881.75,,117881.75,628002
12006853,1,8,,70,M,M,UG,0,,,1.50,,1.50,560095
12007095,1,5,,33,M,M,GRAD,0,,,269617.71,8,269617.71,400070
12007096,1,4,,29,F,M,POSTGRAD,0,,,1.50,,1.50,605005
12006737,1,4,,51,M,M,GRAD,2,,,242506.31,,242506.31,110001
12006854,1,6,,62,M,M,ENG,1,,,204037.73,,204037.73,391440
12006838,1,4,,29,M,S,OTHERS,0,,,55172.62,,55172.62,625010
12006855,1,4,,38,M,M,GRAD,0,,,135116.62,,135116.62,380015
12006738,1,4,,51,M,M,GRAD,1,,,215542.79,,215542.79,380015
12006856,2,8,,,,,,0,,POSITION,0.00,,0.00,110001
12006857,1,5,,44,M,M,GRAD,0,,,162590.34,19,162590.34,400070
12006858,1,4,,39,M,S,OTHERS,0,,,286223.55,,286223.55,625010
12006739,1,5,,44,M,M,PRF,0,,,411206.42,15,411206.42,400070
12006740,1,5,,41,M,M,GRAD,0,,,64046.03,,64046.03,380015
12007097,1,4,,,,,,,,,0.00,,0.00,#N/A
12006859,1,5,,35,M,M,OTHERS,2,,,47290.82,13,47290.82,602001
12006860,1,4,,41,M,M,OTHERS,0,,,74802.06,,74802.06,625010
12006742,4,8,,,,,,0,,,0.00,,0.00,380015
12007098,1,4,,38,M,M,UG,0,,,45775.14,,45775.13,400070
12006861,1,4,,48,M,M,GRAD,0,,,132768.34,,132768.34,560095
12006864,1,5,,43,F,M,GRAD,0,,,31991.11,,31991.11,636004
12007099,1,5,,56,M,M,UG,0,,OTH,57052.24,0,57052.24,500034
12006865,1,5,,50,M,M,GRAD,0,,,48160.07,0,48160.07,500034
12006744,1,4,,41,M,M,UG,0,,,343147.92,,343147.93,400070
12006866,1,5,,26,M,S,UG,0,,,35847.94,,35847.94,628002
12006745,1,5,,29,M,S,GRAD,0,,,44252.20,0,44252.20,411005
12006746,1,4,,43,M,M,UG,0,,,55172.62,,55172.62,600017
12007100,1,5,,37,M,M,POSTGRAD,0,,,81069.97,,81069.97,625010
12006747,1,5,,57,M,M,GRAD,0,,,92745.55,,92745.55,517501
12006748,1,4,,39,M,M,UG,0,,,600518.32,,600518.32,517501
12006749,1,4,,33,F,M,UG,3,,,40835.25,,40835.25,613009
12006868,1,4,,45,F,M,POSTGRAD,2,,,78592.84,,78592.84,600017
12006750,1,4,,40,M,M,UG,2,,,306905.40,,306905.40,110001
12006751,1,5,,38,M,M,UG,0,,,43537.58,15,43537.58,560095
12006869,1,7,,64,F,M,UG,2,,,0.12,,0.12,110001
12006752,1,4,,54,M,M,UG,3,,,105701.73,,105701.73,570009
12006754,1,4,,43,M,M,UG,0,,,182157.97,,182157.97,395002
12006871,1,4,,57,M,M,UG,2,,,160136.47,,160136.47,600017
12006872,2,8,,,,,,0,,POSITION,0.00,,0.00,400070
12006755,1,4,,52,M,M,GRAD,0,,,188881.40,,188881.40,500034
12006756,1,4,,26,M,M,GRAD,0,,,264228.06,,264228.06,380015
12006757,1,4,,54,M,M,UG,0,,,210181.41,,210181.41,641002
12006873,1,4,,33,M,M,UG,2,,,37532.40,,37532.40,0
12006760,1,5,,43,M,M,GRAD,3,,,41137.01,,41137.01,0
12006874,1,5,,31,M,S,GRAD,0,,,141572.19,7,141572.19,400070
12007101,1,4,,35,M,M,UG,0,,,49378.19,,49378.18,411005
12007102,1,4,,44,M,M,GRAD,2,,,345301.79,,345301.79,110001
12007103,1,5,,46,M,M,OTHERS,0,,,0.00,,0.00,636004
12006875,1,4,,32,M,M,UG,0,,,82871.53,,82871.53,500034
12006877,1,5,,37,M,M,UG,0,,,52545.35,13,52545.35,600053
12006862,1,4,,41,M,M,GRAD,0,,,0.00,,0.00,411005
12006878,1,5,,41,M,M,UG,0,,,46508.64,,46508.64,628002
12006879,1,4,,25,M,M,UG,0,,,44738.61,,44738.61,500034
12006762,1,4,,31,M,M,GRAD,0,,,83321.92,,83321.92,600017
12006850,1,5,,41,M,M,UG,0,,,52995.74,12,52995.74,620017
12006763,1,4,,45,M,M,UG,0,,,90077.75,,90077.75,641002
12006882,1,4,,40,M,M,GRAD,3,,,150129.58,,150129.58,560095
12006765,1,4,,28,M,M,POSTGRAD,2,,,124112.75,,124112.75,380015
12006883,1,4,,31,M,M,UG,0,,,34154.48,,34154.48,627005
12006884,1,4,,45,M,M,UG,3,,,64247.95,,64247.95,380015
12006886,1,4,,39,M,M,UG,0,,,45038.87,,45038.87,641002
12006768,1,5,,34,M,S,PRF,0,,,260730.04,0,260730.04,560095
12006887,1,4,,30,M,M,GRAD,0,,,107195.52,10,107195.52,400070
12006771,1,4,,47,M,M,OTHERS,0,,,147126.99,,147126.99,636004
12006888,1,4,,47,M,M,GRAD,0,,,180972.20,,180972.20,400070
12006889,1,4,,55,M,M,GRAD,2,,,858649.99,,858649.99,110001
12006772,1,4,,43,M,M,UG,0,,,67558.31,,67558.31,380015
12006774,1,6,,57,M,M,PRF,0,,,2262743.65,,2262743.65,411005
12006775,1,4,,34,M,M,GRAD,1,,,90480.35,,90480.35,110001
12006778,1,5,,29,M,S,UG,0,,,39033.69,0,39033.69,395002
12007106,1,4,,39,M,M,GRAD,2,,,87191.57,,87191.57,391440
12006890,1,4,,31,F,M,UG,1,,,110420.31,,110420.31,613009
12006892,1,4,,39,M,M,UG,0,,,217457.46,,217457.46,400070
12007107,1,5,,30,M,M,GRAD,0,,OTH,39033.69,11,39033.69,500034
12006891,1,4,,52,M,M,GRAD,0,,,53668.82,,53668.82,411005
12006893,1,4,,53,M,M,GRAD,0,,,235265.44,,235265.44,400070
12006780,1,4,,37,M,M,UG,0,,,64910.90,,64910.90,500034
12006894,1,4,,55,M,M,UG,3,,,117866.73,,117866.73,600017
12007108,1,4,,30,M,M,PRF,2,,,555145.66,,555145.66,110001
12006781,1,5,,33,F,M,POSTGRAD,0,,,54133.72,4,54133.72,600017
12006782,1,5,,30,M,M,POSTGRAD,0,,AST,37232.14,1,37232.14,500034
12006897,1,6,,53,F,M,PRF,0,,,354072.10,,354072.11,560095
12006885,1,4,,37,F,M,GRAD,0,,,38283.04,,38283.04,625010
12006898,1,4,,29,M,M,OTHERS,0,,,97584.23,,97584.23,641601
12006784,1,6,,36,M,S,PRF,0,,,4261663.83,,4261663.83,530016
12006899,1,4,,48,M,M,GRAD,2,,,97762.88,,97762.88,302001
12006785,1,4,,47,M,M,UG,0,,,118602.37,,118602.37,380015
12006900,3,4,,37,M,M,GRAD,0,,,234983.57,,234983.57,400070
12007111,1,4,,40,F,M,UG,2,,,69144.55,,69144.55,391440
12007112,1,5,,55,M,M,GRAD,0,,,56397.68,0,56397.68,625010
12006840,1,4,,34,M,M,UG,0,,,33779.16,,33779.16,624003
12006901,1,4,,50,M,M,UG,0,,,67558.31,,67558.31,605005
12006902,1,4,,36,M,M,UG,0,,,180155.50,,180155.50,641002
12006903,1,5,,29,M,S,POSTGRAD,2,,,30025.92,0,30025.92,605005
12006904,1,4,,32,F,M,PRF,0,,,70428.91,,70428.91,110001
12006905,1,4,,27,M,M,UG,0,,,63204.43,,63204.43,395002
12006906,1,4,,51,M,M,GRAD,2,,,168816.21,,168816.21,110001
12006907,1,4,,41,M,M,UG,0,,,95182.15,,95182.15,500034
12006908,1,5,,32,M,M,GRAD,0,,,66765.63,0,66765.63,395002
12006909,1,4,,31,M,M,UG,0,,,123106.26,,123106.26,600017
12006789,1,4,,56,M,M,GRAD,0,,,223678.06,,223678.06,600017
12006790,1,4,,52,M,M,UG,0,,,87600.61,,87600.61,600017
12006910,1,5,,48,F,M,GRAD,1,,ASTM,48963.26,0,48963.26,570009
12006913,1,5,,36,M,M,GRAD,0,,,165142.54,9,165142.54,400070
12006914,1,4,,42,M,M,GRAD,0,,,378156.90,,378156.90,400070
12006793,1,4,,39,M,M,GRAD,1,,,39554.52,,39554.52,380015
12006911,1,5,,45,M,M,UG,2,,,49614.82,,49614.82,0
12006794,1,4,,51,M,M,UG,1,,,46934.38,,46934.38,380015
12006795,1,4,,36,M,M,UG,0,,,257096.91,,257096.91,641002
12007113,1,4,,45,F,M,UG,0,,,230693.62,,230693.62,520003
12006915,1,5,,28,M,S,GRAD,2,,,45038.87,3,45038.87,600017
12007114,1,4,,58,M,M,UG,2,,,397448.55,,397448.55,600017
12007115,1,5,,42,M,M,GRAD,0,,,43665.94,,43665.94,380015
12006895,1,4,,38,M,M,OTHERS,0,,,43537.58,,43537.58,639001
12006896,1,4,,36,M,M,OTHERS,0,,,38132.91,,38132.91,639001
12006917,1,4,,40,M,M,UG,0,,,90077.75,,90077.75,635109
12006919,1,5,,34,M,M,GRAD,0,,,221291.00,4,221291.00,411005
12006918,1,4,,39,M,M,OTHERS,0,,,45038.87,,45038.87,639001
12006921,1,4,,,,,,,,,0.00,,0.00,#N/A
12006920,1,4,,30,F,M,UG,1,,,60051.83,,60051.83,0
12007116,1,4,,37,M,M,GRAD,1,,,62678.66,,62678.67,391440
12006923,1,5,,42,M,M,GRAD,0,,,88105.05,0,88105.05,395002
12007092,1,5,,29,M,S,GRAD,0,,ASTM,70560.90,,70560.90,625010
12006922,1,4,,57,M,M,OTHERS,0,,,90077.75,,90077.75,641601
12007118,1,5,,32,M,M,UG,0,,,27023.32,,27023.32,520003
12007119,1,5,,50,M,M,UG,3,,,38960.13,,38960.13,602001
12006912,1,5,,60,M,M,GRAD,0,,,89788.00,,0.00,639001
12007120,1,5,,33,M,M,GRAD,0,,,69286.30,0,69286.30,395002
12006925,1,4,,,,,,,,,0.00,,0.00,#N/A
12006928,1,4,,35,M,M,UG,0,,,110908.23,,110908.23,520003
12007121,1,4,,48,F,M,GRAD,0,,,157595.90,,157595.90,400070
12006929,1,5,,48,F,M,UG,0,,,30660.96,,0.00,560095
12006803,2,8,,,,,,0,,,0.00,,0.00,400070
12006931,1,5,,56,F,M,UG,0,,OTH,58235.26,,58235.26,500034
12007122,1,5,,44,M,M,GRAD,0,,,255115.20,14,255115.20,400070
12006936,1,4,,28,M,S,GRAD,0,,,97584.23,,97584.23,520003
12006937,1,4,,45,M,M,UG,0,,,97584.23,,97584.23,641002
12006938,1,5,,47,M,M,UG,0,,ASTM,78818.03,17,78818.03,500034
12006939,1,4,,45,M,M,UG,0,,,37532.40,,37532.40,620017
12007117,1,4,,42,M,M,OTHERS,0,,,40534.99,,40534.99,636004
12006940,1,4,,46,M,M,UG,3,,,60427.16,,60427.16,0
12006941,1,4,,41,M,M,UG,0,,,67558.31,,67558.31,641002
12006935,1,4,,30,F,M,UG,2,,,1.50,,1.50,0
12006942,1,5,,49,F,M,POSTGRAD,0,,OTH,112624.21,0,112624.21,500034
12006943,1,4,,32,M,M,UG,0,,,51000.52,,51000.52,500034
12006944,3,4,,35,M,M,UG,0,,,82571.27,,82571.27,624003
12007124,1,4,,40,M,M,UG,0,,,0.00,,0.00,395002
12006947,1,4,,53,F,M,UG,0,,,210945.45,,210945.45,395002
12007128,1,5,,31,M,M,GRAD,0,,,32560.10,,32560.10,411005
12007129,1,4,,45,M,M,UG,0,,,38671.70,,38671.69,500034
12006949,1,5,,48,M,M,UG,0,,,35730.84,,35730.84,500034
12006948,1,4,,49,F,M,UG,0,,,206043.09,,206043.09,395002
12006950,1,4,,28,M,M,UG,0,,,302021.68,,302021.68,411005
12006953,1,4,,47,M,M,UG,0,,,120103.66,,120103.66,380015
12007130,1,4,,47,M,M,UG,3,,,235628.38,,235628.38,0
12006951,1,4,,25,M,M,PRF,0,,,215811.27,,215811.27,600017
12007131,1,4,,47,M,M,UG,0,,,44933.29,,44933.28,411005
12006954,1,4,,43,F,M,UG,0,,,230303.53,,230303.53,395002
12006955,1,4,,36,M,M,UG,0,,,45038.87,,45038.87,641002
12006956,1,5,,51,M,M,UG,0,,,47846.30,0,47846.30,500034
12006957,1,4,,38,M,M,UG,0,,,54046.65,,54046.65,641601
12006958,1,4,,41,M,M,GRAD,0,,,71232.99,,71232.98,395002
12007132,1,4,,42,M,M,UG,0,,,149697.21,,149697.21,530016
12006959,1,4,,25,M,M,OTHERS,0,,,147422.74,,147422.74,627005
12006960,1,4,,57,F,M,UG,0,,,165142.54,,165142.54,641002
12006963,1,5,,43,M,M,GRAD,0,,,73282.75,0,73282.75,605005
12006966,1,4,,37,M,M,UG,5,,,92329.69,,92329.69,0
12006967,1,4,,37,M,M,OTHERS,0,,,60051.83,,60051.83,641601
12006968,1,4,,36,M,M,UG,0,,,112597.19,,112597.19,641601
12006965,1,5,,48,M,M,OTHERS,0,,,55666.55,,55666.55,639001
12007138,1,6,,37,M,M,UG,1,,,105090.71,,105090.71,620017
12006964,1,4,,30,M,M,GRAD,0,,,91729.17,,91729.17,600017
12006962,1,4,,39,M,M,GRAD,0,,,395854.92,,395854.92,400070
12008476,1,4,,28,M,S,UG,3,,,37532.40,,37532.40,620017
12007139,1,4,,47,M,M,UG,0,,,133615.33,,133615.33,600017
12007136,1,4,,54,M,M,GRAD,2,,,141049.74,,141049.74,600017
12006969,1,4,,45,M,M,UG,3,,,64247.95,,64247.95,380015
12007140,1,4,,42,M,M,UG,0,,,59258.52,,59258.52,560095
12007141,1,4,,49,M,M,UG,0,,,100357.75,,100357.75,560095
12007143,1,5,,56,F,M,UG,0,,,42768.91,0,42768.91,500034
12006972,1,4,,50,M,M,UG,3,,,44453.37,,44453.37,613009
12006970,1,4,,32,M,M,UG,0,,,193517.03,,193517.03,600017
12006973,1,5,,,,,,,,,0.00,,0.00,#N/A
12007142,4,4,,,,,,0,,,0.00,,0.00,400070
12006974,1,4,,51,F,S,UG,0,,,38445.56,,38445.56,400070
12006975,1,4,,35,M,M,UG,0,,,110070.50,,110070.50,641601
12007105,1,5,,52,F,M,UG,0,,,1.50,,1.50,624003
12006976,1,4,,30,M,M,UG,0,,,99728.08,,99728.08,600017
12006979,1,4,,47,M,M,GRAD,0,,,300259.16,,300259.16,560095
12007104,1,4,,45,M,M,OTHERS,0,,,69810.25,,69810.25,625010
12006980,1,4,,40,F,M,OTHERS,0,,,144888.56,,144888.56,625010
12006981,1,6,,57,M,M,UG,0,,,52545.35,,52545.35,641002
12033875,1,4,,32,M,M,GRAD,0,,,385666.87,,385666.88,400070
12007144,1,4,,41,M,M,POSTGRAD,0,,,88927.76,,88927.76,627005
12006982,1,4,,45,M,M,GRAD,0,,,75676.82,,75676.82,400070
12006983,1,4,,35,M,M,GRAD,0,,,62081.58,,62081.58,302001
12006984,1,5,,27,M,S,ENG,0,,,105420.99,3,105420.99,560095
12006985,1,4,,42,M,M,UG,0,,,74743.51,,74743.51,500034
12006987,1,4,,41,M,M,UG,3,,,105090.71,,105090.71,560095
12007145,1,5,,54,M,M,GRAD,0,,MGR,53296.00,19,53296.00,500034
12007137,1,4,,59,M,M,OTHERS,0,,,72512.59,,72512.59,625010
12006989,1,5,,47,M,M,UG,3,,,30114.49,23,30114.49,613009
12006990,1,5,,51,M,M,GRAD,0,,,125139.01,0,125139.01,500034
12006991,1,5,,35,M,M,UG,0,,,30254.11,0,30254.11,605005
12006988,1,5,,47,M,M,POSTGRAD,1,,,0.00,,0.00,380015
12007147,1,5,,47,F,M,POSTGRAD,2,,,1.50,,1.50,0
12006992,1,4,,28,M,M,UG,0,,,71954.74,,71954.73,560095
12006993,1,5,,31,F,S,GRAD,0,,,66827.18,2,66827.18,560095
12007148,1,4,,34,M,M,GRAD,0,,,1172998.18,,1172998.19,400070
12006994,1,4,,38,M,M,UG,0,,,72812.85,,72812.85,600017
12007150,1,4,,53,M,M,GRAD,0,,,184096.40,,184096.40,560095
12007151,1,4,,45,M,M,UG,0,,,51326.30,,51326.30,628002
12007149,1,4,,31,M,M,UG,0,,,44513.42,,44513.42,641601
12006995,1,4,,37,M,M,UG,0,,,26181.10,,26181.10,570009
12006996,1,4,,42,M,M,UG,0,,,93830.99,,93830.99,605005
12007152,1,4,,50,M,M,UG,0,,,97734.36,,97734.36,520003
12006997,1,4,,48,M,M,UG,0,,,87825.80,,87825.80,605005
12006998,1,4,,39,M,M,UG,0,,,81069.97,,81069.97,605005
12007146,1,4,,38,M,M,OTHERS,0,,,87075.16,,87075.16,636004
12006999,1,4,,,,,,,,,0.00,,0.00,#N/A
12007000,1,4,,34,M,M,UG,0,,,127234.82,,127234.82,380015
12007001,1,4,,41,M,M,UG,0,,,45038.87,,45038.87,641002
12007153,1,5,,53,M,M,UG,1,,OTH,24906.50,0,24906.50,635109
12007002,1,4,,36,M,M,UG,0,,,96623.40,,96623.40,628002
12007155,1,4,,27,M,S,GRAD,0,,,136998.12,,136998.12,400070
12007157,1,4,,38,F,M,UG,3,,,51794.71,,51794.71,635109
12007158,1,4,,42,M,M,GRAD,0,,,509968.41,0,509968.41,400070
12007003,1,5,,36,M,M,UG,2,,,30025.92,3,30025.92,570009
12007004,1,5,,41,M,M,PRF,2,,,103202.08,0,103202.08,380015
12007154,1,4,,33,M,M,GRAD,0,,,48903.58,,48903.58,411005
12007006,1,5,,41,M,M,UG,0,,,40572.52,,40572.52,627005
12007160,1,4,,34,M,M,UG,0,,,60051.83,,60051.83,627005
12007008,1,4,,35,M,M,UG,0,,,81069.97,,81069.97,620017
12007009,1,4,,37,M,M,UG,0,,,170832.45,,170832.45,380015
12007164,1,5,,33,M,M,UG,0,,OTH,53560.23,5,53560.23,500034
12007012,1,5,,47,M,M,ENG,0,,,607718.53,14,607718.53,560095
12007015,1,4,,30,M,M,UG,2,,,82571.27,,82571.27,600017
12007159,1,4,,41,M,M,UG,3,,,51044.06,,51044.06,600017
12007165,1,5,,25,M,M,UG,0,,,43618.65,,43618.65,641002
12007016,1,4,,40,M,M,GRAD,0,,,258109.15,,258109.15,400070
12007167,1,4,,41,M,M,POSTGRAD,0,,,277053.00,,277053.00,400070
12007017,1,4,,35,M,M,UG,3,,,43070.18,,43070.18,380015
12007168,1,4,,45,M,M,UG,0,,,64555.72,,64555.72,641002
12007018,1,4,,32,M,M,UG,2,,,36901.10,,36901.10,380015
12007013,1,5,,44,M,M,DOCTRATE,0,,,188846.50,,188846.50,517501
12007170,1,4,,28,M,M,UG,0,,,304052.06,,304052.06,395002
12007171,1,4,,46,M,M,UG,0,,,140821.55,,140821.55,411005
12007172,1,5,,34,M,M,GRAD,0,,,56795.52,3,56795.52,560095
12007173,1,4,,53,M,M,UG,0,,,166022.30,,166022.30,411005
12007174,1,4,,47,M,M,UG,3,,,76566.09,,76566.09,620017
12007023,1,5,,33,M,M,POSTGRAD,0,,,56448.72,,56448.72,411005
12007024,1,4,,43,M,M,GRAD,3,,,77497.90,,77497.89,380015
12007175,1,4,,32,M,M,UG,0,,,94581.64,,94581.64,600017
12007021,1,5,,41,M,M,GRAD,0,,,65818.31,,65818.31,500034
12007026,1,4,,31,M,M,UG,0,,,36363.64,,36363.64,500034
12007176,1,5,,44,M,M,UG,0,,,31548.23,,31548.23,628002
12007022,1,4,,40,F,M,UG,3,,,39724.29,,39724.29,613009
12007178,1,4,,25,M,S,UG,2,,,26337.23,,26337.23,570009
12007029,1,4,,52,M,M,GRAD,3,,,59108.58,,59108.58,380015
12007030,4,8,,,,,,0,,,0.00,,0.00,400070
12007031,1,6,,44,M,M,UG,0,,,165142.54,,165142.54,641002
12007035,1,4,,33,M,M,GRAD,0,,,87154.98,,87154.98,110001
12007034,1,5,,32,F,M,GRAD,0,,,69019.07,,69019.07,500034
12007180,1,4,,33,M,M,UG,0,,,72263.37,,72263.37,627005
12007036,1,4,,50,F,M,GRAD,0,,,0.12,,0.12,400070
12007038,1,4,,36,F,S,UG,0,,,54046.65,,54046.65,641002
12007135,1,5,,28,M,S,GRAD,0,,,48042.97,,48042.97,624003
12007041,1,4,,36,M,M,OTHERS,0,,,64555.72,,64555.72,625010
12007042,1,5,,44,M,M,UG,0,,OTH,63115.98,0,63115.98,500034
12007181,1,5,,48,M,M,UG,3,,,34893.12,0,34893.12,605005
12007043,1,4,,47,M,M,UG,0,,,187661.98,,187661.98,605005
12007005,1,4,,35,M,M,OTHERS,0,,,30025.92,,30025.92,639001
12007183,1,4,,36,M,M,UG,0,,,171898.37,,171898.37,530016
12007044,1,4,,40,M,M,UG,3,,,87825.80,,87825.80,605005
12007184,1,4,,58,M,M,POSTGRAD,0,,,1573392.65,,1573392.65,400070
12007185,1,4,,49,M,M,OTHERS,0,,,49918.09,,49918.09,636004
12007048,1,4,,27,M,M,GRAD,1,,,51968.10,,51968.10,110001
12007188,1,4,,41,F,M,UG,0,,,130437.08,,130437.08,530016
12007189,1,4,,50,M,M,UG,2,,,137818.95,,137818.95,600017
12007190,1,5,,34,F,M,GRAD,0,,,46352.51,0,46352.51,395002
12007049,1,4,,33,M,S,UG,2,,,54046.65,,54046.65,0
